,Make,Year of manufacture,Condition,Mileage,Engine Size,Fuel,Transmission,Price,Build
3324,Toyota,2003,Nigerian Used,157097,4700,Petrol,Automatic,"2,860,000",SUV
3325,Toyota,2004,Nigerian Used,280892,3000,Petrol,Automatic,"1,050,000",
3326,Opel,2001,Foreign Used,117508,1600,Petrol,Manual,"1,942,500",
3327,Honda,2015,Nigerian Used,87381,1800,Petrol,Manual,"3,675,000",
3328,Opel,,,255556,,,Manual,"2,026,000",
3329,Toyota,2003,Nigerian Used,426260,2400,Petrol,Automatic,"3,120,000",
3330,BMW,,,,,,Automatic,"1,522,000",
3331,Mercedes-Benz,2010,Foreign Used,,3500,Petrol,Automatic,"6,750,000",
3332,Honda,2006,Nigerian Used,218213,3500,Petrol,Automatic,"1,260,000",
3333,Nissan,2003,Nigerian Used,270851,2500,Petrol,Automatic,"1,050,000",SUV
3334,Honda,2008,Nigerian Used,318649,3500,Petrol,Automatic,"1,155,000",
3335,Honda,2012,Nigerian Used,13226,1800,Petrol,Automatic,"3,120,000",
3336,Toyota,2002,Nigerian Used,166867,2500,Petrol,Automatic,"1,352,000",
3337,Peugeot,2002,Foreign Used,158771,1600,Petrol,Manual,"1,470,000",
3338,Toyota,,,171058,,,Automatic,"4,490,000",
3339,Opel,2000,Nigerian Used,419605,1800,Petrol,Automatic,"1,260,000",SUV
3340,Mazda,2009,Nigerian Used,157786,2000,Petrol,Automatic,"1,800,000",
3341,BMW,2000,Nigerian Used,262984,30,Petrol,Automatic,"1,260,000",
3342,Audi,2011,Nigerian Used,50930,2000,Petrol,Manual,"3,360,000",
3343,Infiniti,2001,Nigerian Used,339881,3500,Petrol,Automatic,"1,352,000",
3344,Peugeot,2002,Nigerian Used,22930,2000,Petrol,Automatic,"1,470,000",
3345,Toyota,2003,Nigerian Used,299999,1800,Petrol,Automatic,"1,785,000",
3346,Toyota,2005,Foreign Used,90741,1800,Petrol,Automatic,"2,625,000",
3347,Toyota,2007,Nigerian Used,81317,3500,Petrol,Automatic,"3,375,000",
3348,Toyota,2002,Nigerian Used,261978,3000,Petrol,Automatic,"2,025,000",SUV
3349,Toyota,2002,Nigerian Used,294045,2400,Petrol,Automatic,"1,352,000",
3350,Lexus,2006,Nigerian Used,466356,2500,Petrol,Automatic,"2,835,000",
3351,Toyota,2005,Foreign Used,236042,2000,Petrol,Automatic,"3,675,000",
3352,Toyota,,,43836,,,Automatic,"3,034,000",
3353,Toyota,2007,Nigerian Used,174458,2400,Petrol,Automatic,"2,808,000",
3354,Nissan,1999,Foreign Used,223712,1000,Petrol,Automatic,"1,050,000",
3355,Mercedes-Benz,2006,Nigerian Used,208116,3500,Petrol,Automatic,"1,155,000",
3356,Toyota,2005,Nigerian Used,185120,3000,Petrol,Automatic,"1,365,000",
3357,Volkswagen,2010,Nigerian Used,184724,2500,Petrol,Automatic,"1,050,000",
3358,Honda,2008,Nigerian Used,290798,2400,Petrol,Automatic,"1,470,000",
3359,Audi,2002,Foreign Used,188315,2000,Petrol,Automatic,"2,310,000",
3360,Toyota,2005,Nigerian Used,156336,2000,Petrol,Automatic,"1,365,000",
3361,Kia,2013,Nigerian Used,135005,1400,Petrol,Automatic,"1,355,000",
3362,Ford,2011,Foreign Used,113188,3500,Petrol,Automatic,"4,162,500",SUV
3363,Infiniti,2001,Nigerian Used,339881,3500,Petrol,Automatic,"1,352,000",
3364,BMW,2001,Nigerian Used,225431,2200,Petrol,Automatic,"1,260,000",
3365,Mercedes-Benz,2006,Nigerian Used,208116,3500,Petrol,Automatic,"1,155,000",
3366,Mercedes-Benz,2006,Nigerian Used,531146,2500,Petrol,Automatic,"1,575,000",
3367,Honda,2009,Nigerian Used,432233,1600,Petrol,Automatic,"1,664,000",
3368,Honda,2004,Nigerian Used,130726,,Petrol,Automatic,"1,102,500",
3369,Kia,2011,Nigerian Used,24798,3800,Petrol,Automatic,"4,200,000",SUV
3370,Honda,2004,Nigerian Used,169293,3500,Petrol,Automatic,"1,768,000",
3371,Toyota,2009,Nigerian Used,187196,2400,Hybrid,Automatic,"1,785,000",
3372,Toyota,2005,Nigerian Used,180634,1500,Petrol,Automatic,"1,155,000",
3373,Mazda,2006,Nigerian Used,170765,2300,Petrol,Automatic,"1,680,000",
3374,Honda,2003,Nigerian Used,187707,2400,Petrol,Automatic,"1,352,000",
3375,Lexus,2004,Nigerian Used,208646,3300,Petrol,Automatic,"3,848,000",
3376,Honda,2005,Foreign Used,225593,2400,Petrol,Automatic,"1,417,500",
3377,Mercedes-Benz,2005,Nigerian Used,352743,1800,Petrol,Automatic,"1,160,000",
3378,Mercedes-Benz,2006,Nigerian Used,531146,2500,Petrol,Automatic,"1,575,000",
3379,Toyota,2005,Nigerian Used,156336,2000,Petrol,Automatic,"1,365,000",
3380,Volkswagen,2006,Nigerian Used,218310,2500,Petrol,Automatic,"1,057,500",
3381,Honda,2003,Nigerian Used,224187,3000,Petrol,Automatic,"1,050,000",
3382,Honda,2004,Nigerian Used,222629,,Petrol,Automatic,"1,155,000",
3383,Toyota,2002,Nigerian Used,163777,3000,Petrol,Automatic,"1,250,000",
3384,Honda,2008,Nigerian Used,157477,1800,Petrol,Automatic,"1,664,000",
3385,Honda,2009,Nigerian Used,432233,1600,Petrol,Automatic,"1,664,000",
3386,Nissan,2003,Foreign Used,148224,1800,Petrol,Manual,"1,055,000",
3387,Suzuki,,,1,,,Manual,"4,000,000",
3388,Toyota,2000,Nigerian Used,39807,2200,Petrol,Automatic,"1,352,000",
3389,Lexus,2006,Nigerian Used,63728,3,Hybrid,Automatic,"3,952,000",SUV
3390,Mazda,2006,Nigerian Used,170765,2300,Petrol,Automatic,"1,680,000",
3391,Toyota,2007,Nigerian Used,120352,,Petrol,Automatic,"1,050,000",
3392,Toyota,2008,Foreign Used,,,,,"3,465,000",
3393,Toyota,2004,Nigerian Used,52982,4700,Petrol,Automatic,"2,808,000",SUV
3394,Toyota,2005,Nigerian Used,180634,1500,Petrol,Automatic,"1,155,000",
3395,Toyota,2007,Nigerian Used,245616,1800,Petrol,Manual,"1,207,500",
3396,Mercedes-Benz,2000,Nigerian Used,170843,35,Petrol,Automatic,"1,050,000",
3397,Toyota,2005,Nigerian Used,149839,1800,Petrol,Automatic,"2,475,000",
3398,Honda,2013,Nigerian Used,186595,1500,Petrol,Automatic,"3,360,000",
3399,Ford,2010,Foreign Used,388488,5400,Petrol,Automatic,"7,800,000",
3400,BMW,2001,Nigerian Used,225431,2200,Petrol,Automatic,"1,260,000",
3401,Toyota,,,65817,,,Automatic,"5,050,000",
3402,Suzuki,2009,Nigerian Used,113587,2000,Petrol,Automatic,"2,100,000",SUV
3403,Toyota,2006,Foreign Used,409066,2400,Petrol,Automatic,"2,730,000",
3404,Peugeot,2004,Foreign Used,99999,1600,Electric,Automatic,"1,627,500",
3405,Volvo,2005,Foreign Used,297589,3000,Petrol,Automatic,"1,260,000",SUV
3406,Toyota,1999,Nigerian Used,234150,3000,Petrol,Automatic,"1,155,000",
3407,Kia,2018,Nigerian Used,15598,1800,Petrol,Automatic,"4,200,000",
3408,Toyota,2004,Nigerian Used,52982,4700,Petrol,Automatic,"2,808,000",SUV
3409,Mercedes-Benz,,,215674,,,Automatic,"1,018,000",
3410,Honda,2005,Nigerian Used,404816,2400,Petrol,Automatic,"1,050,000",
3411,Toyota,,,,,,,"19,000,000",
3412,Mercedes-Benz,2007,Foreign Used,249549,3500,Petrol,Automatic,"4,500,000",
3413,Toyota,2006,Foreign Used,409066,2400,Petrol,Automatic,"2,730,000",
3414,Suzuki,2009,Nigerian Used,113587,2000,Petrol,Automatic,"2,100,000",SUV
3415,Honda,2012,Nigerian Used,180989,16000,Petrol,Automatic,"2,415,000",
3416,Toyota,2009,Foreign Used,121871,2400,Petrol,Automatic,"5,062,500",
3417,Toyota,2010,Nigerian Used,360974,2400,Petrol,Automatic,"1,995,000",
3418,Toyota,2009,Foreign Used,90852,2400,Petrol,Automatic,"4,500,000",
3419,Ford,2010,Foreign Used,388488,5400,Petrol,Automatic,"7,800,000",
3420,Ford,2012,Foreign Used,172743,33,Petrol,Automatic,"5,460,000",SUV
3421,Nissan,2012,Nigerian Used,199155,2500,Petrol,Automatic,"1,260,000",SUV
3422,Toyota,2012,Nigerian Used,143438,1600,Petrol,Manual,"2,625,000",
3423,Volvo,,,56968,,,Automatic,"7,850,000",
3424,Toyota,2000,Nigerian Used,207581,1400,Petrol,Automatic,"1,047,500",
3425,Toyota,2001,Nigerian Used,327298,2200,Petrol,Automatic,"1,050,000",
3426,Toyota,,,65817,,,Automatic,"5,050,000",
3427,Lexus,2001,Nigerian Used,198044,3000,Petrol,Automatic,"1,365,000",SUV
3428,Toyota,2003,Nigerian Used,296443,1800,Petrol,Automatic,"1,312,500",
3429,Honda,2006,Nigerian Used,202078,3000,Petrol,Automatic,"1,018,500",
3430,Toyota,,,18462,,,Automatic,"5,274,000",
3431,Toyota,2004,Nigerian Used,208160,2400,Petrol,Automatic,"1,155,000",
3432,Toyota,,,10251,,,Automatic,"14,570,000",
3433,Toyota,2005,Nigerian Used,149839,1800,Petrol,Automatic,"2,475,000",
3434,Toyota,2004,Nigerian Used,219124,1800,Petrol,Automatic,"2,080,000",
3435,Toyota,,,10251,,,Automatic,"14,570,000",
3436,Hyundai,2010,Nigerian Used,103739,1600,Petrol,Manual,"1,155,000",
3437,Honda,2004,Nigerian Used,177588,3500,Petrol,Automatic,"1,872,000",SUV
3438,Toyota,2001,Foreign Used,111027,3000,Petrol,Automatic,"3,600,000",SUV
3439,Toyota,2002,Nigerian Used,,1800,Petrol,Automatic,"2,100,000",
3440,Honda,2012,Nigerian Used,180989,16000,Petrol,Automatic,"2,415,000",
3441,Toyota,2010,Nigerian Used,360974,2400,Petrol,Automatic,"1,995,000",
3442,Toyota,,,16986,,,Automatic,"20,170,000",
3443,Volvo,2008,Foreign Used,12074,3200,Petrol,Automatic,"3,432,000",SUV
3444,Ford,2009,Foreign Used,179134,35,Petrol,Automatic,"4,837,500",SUV
3445,Toyota,2007,Nigerian Used,213548,3500,Petrol,Automatic,"3,328,000",SUV
3446,Toyota,1999,Nigerian Used,318617,2200,Petrol,Automatic,"1,040,000",
3447,Honda,2009,Nigerian Used,189309,3500,Petrol,Automatic,"1,365,000",
3448,Toyota,2009,Foreign Used,210673,1800,Petrol,Automatic,"4,275,000",
3449,Lexus,2001,Nigerian Used,198044,3000,Petrol,Automatic,"1,365,000",SUV
3450,Toyota,,,233560,,,Automatic,"2,810,000",
3451,Ford,2010,Nigerian Used,137993,18,Petrol,Automatic,"1,260,000",
3452,Volvo,2008,Foreign Used,12074,3200,Petrol,Automatic,"3,432,000",SUV
3453,Toyota,2002,Nigerian Used,,1800,Petrol,Automatic,"2,100,000",
3454,Toyota,2010,Nigerian Used,203870,2500,Petrol,Automatic,"3,640,000",
3455,Mercedes-Benz,2016,Nigerian Used,41668,2000,Petrol,Automatic,"10,012,500",
3456,Honda,2003,Nigerian Used,229437,2400,Petrol,Automatic,"1,404,000",
3457,Hyundai,2009,Nigerian Used,142520,1600,Petrol,Automatic,"1,365,000",
3458,Honda,2004,Nigerian Used,177588,3500,Petrol,Automatic,"1,872,000",SUV
3459,Lexus,2004,Nigerian Used,360191,3300,Petrol,Automatic,"2,475,000",
3460,Toyota,2007,Foreign Used,227184,1500,Petrol,Automatic,"2,625,000",
3461,Honda,2014,Nigerian Used,24935,1800,Petrol,Automatic,"4,725,000",
3462,Honda,2008,Nigerian Used,156271,1300,Petrol,Manual,"1,050,000",
3463,Toyota,2007,Nigerian Used,174956,1500,Petrol,Manual,"1,365,000",
3464,Toyota,2008,Nigerian Used,59399,1800,Petrol,Manual,"1,872,000",
3465,Toyota,2009,Nigerian Used,137186,1800,Petrol,Manual,"1,575,000",
3466,Toyota,2001,Foreign Used,111027,3000,Petrol,Automatic,"3,600,000",SUV
3467,Honda,2005,Nigerian Used,131992,3000,Petrol,Automatic,"1,050,000",
3468,Toyota,1999,Nigerian Used,318617,2200,Petrol,Automatic,"1,040,000",
3469,Honda,2008,Nigerian Used,370928,2400,Petrol,Automatic,"1,155,000",
3470,Honda,2007,Nigerian Used,66823,1800,Petrol,Automatic,"1,768,000",
3471,Hyundai,2009,Nigerian Used,164565,1600,Petrol,Manual,"1,155,000",
3472,Honda,2002,Foreign Used,137775,1700,Petrol,Automatic,"1,470,000",
3473,Mercedes-Benz,2005,Nigerian Used,167169,2400,Petrol,Automatic,"1,470,000",
3474,Honda,2006,Nigerian Used,168907,1800,Petrol,Automatic,"1,365,000",
3475,Honda,2010,Nigerian Used,252463,1800,Petrol,Automatic,"1,575,000",
3476,Honda,2006,Nigerian Used,78511,18,Petrol,Automatic,"1,664,000",
3477,Honda,2008,Foreign Used,136143,1800,Petrol,Automatic,"2,520,000",
3478,Honda,2008,Nigerian Used,178425,1800,Petrol,Automatic,"1,456,000",
3479,Toyota,2003,Foreign Used,162691,1800,Petrol,Automatic,"2,704,000",
3480,Lexus,2007,Nigerian Used,78470,3500,Petrol,Automatic,"5,287,500",
3481,Toyota,2006,Nigerian Used,169259,1800,Petrol,Automatic,"1,365,000",
3482,Toyota,2008,Nigerian Used,59399,1800,Petrol,Manual,"1,872,000",
3483,Lexus,2014,Nigerian Used,53558,3500,Petrol,Automatic,"8,400,000",SUV
3484,Toyota,2005,Nigerian Used,195268,1800,Petrol,Automatic,"1,365,000",
3485,Toyota,2007,Nigerian Used,174956,1500,Petrol,Manual,"1,365,000",
3486,Toyota,2014,Nigerian Used,308916,1300,Petrol,Automatic,"4,200,000",
3487,Opel,2002,Nigerian Used,245314,1400,Petrol,Manual,"1,260,000",
3488,Ford,2010,Nigerian Used,137993,18,Petrol,Automatic,"1,260,000",
3489,Audi,2009,Foreign Used,259300,2000,Petrol,Automatic,"3,150,000",
3490,Honda,2006,Nigerian Used,168907,1800,Petrol,Automatic,"1,365,000",
3491,Honda,2005,Nigerian Used,131992,3000,Petrol,Automatic,"1,050,000",
3492,Toyota,2005,Nigerian Used,217805,2400,Petrol,Automatic,"1,260,000",SUV
3493,Volkswagen,2013,Foreign Used,131549,2500,Petrol,Automatic,"5,880,000",
3494,Lexus,2007,Nigerian Used,174458,3000,Petrol,Automatic,"2,625,000",
3495,Honda,2002,Foreign Used,137775,1700,Petrol,Automatic,"1,470,000",
3496,Honda,2006,Nigerian Used,78511,18,Petrol,Automatic,"1,664,000",
3497,Honda,2006,Foreign Used,171225,1300,Hybrid,Automatic,"2,704,000",
3498,Toyota,2004,Nigerian Used,70990,1800,Petrol,Automatic,"2,080,000",
3499,Chevrolet,2003,Foreign Used,191555,2200,Petrol,Automatic,"1,575,000",
3500,Toyota,2005,Nigerian Used,247930,3300,Petrol,Automatic,"2,250,000",
3501,Toyota,2009,Nigerian Used,137186,1800,Petrol,Manual,"1,575,000",
3502,Hyundai,2004,Nigerian Used,180368,3500,Petrol,Automatic,"1,260,000",SUV
3503,Peugeot,2004,Foreign Used,104880,1400,Petrol,Manual,"1,560,000",
3504,Lexus,2005,Nigerian Used,373268,3300,Petrol,Automatic,"2,404,000",
3505,Toyota,2004,Nigerian Used,208160,2400,Petrol,Automatic,"1,155,000",
3506,Toyota,2004,Nigerian Used,138916,1800,Petrol,Automatic,"2,250,000",
3507,Peugeot,2004,Foreign Used,89405,14,Petrol,Automatic,"2,288,000",
3508,Pontiac,2003,Nigerian Used,173521,1800,Petrol,Automatic,"1,800,000",
3509,Honda,2008,Nigerian Used,178425,1800,Petrol,Automatic,"1,456,000",
3510,Toyota,1999,Nigerian Used,317894,3000,Petrol,Automatic,"2,184,000",
3511,Honda,2007,Nigerian Used,66823,1800,Petrol,Automatic,"1,768,000",
3512,Honda,2008,Nigerian Used,435236,1800,Petrol,Automatic,"2,080,000",
3513,Mazda,2006,Nigerian Used,198963,2000,Petrol,Automatic,"1,365,000",
3514,Honda,2010,Nigerian Used,252463,1800,Petrol,Automatic,"1,575,000",
3515,Toyota,1999,Nigerian Used,224736,2000,Petrol,Automatic,"1,050,000",
3516,Honda,2003,Foreign Used,278048,2000,Petrol,Automatic,"2,047,500",
3517,Toyota,,,125482,,,Automatic,"2,250,000",
3518,Honda,2011,Nigerian Used,167793,3500,Petrol,Automatic,"3,952,000",
3519,Honda,2006,Nigerian Used,175820,1800,Petrol,Automatic,"8,840,000",
3520,Peugeot,,,255420,,,Manual,"1,074,000",
3521,Toyota,2004,Nigerian Used,482800,1800,Petrol,Automatic,"1,365,000",
3522,Honda,2008,Nigerian Used,218853,1500,Petrol,Automatic,"1,250,000",
3523,Toyota,2003,Nigerian Used,355522,3000,Petrol,Automatic,"1,365,000",
3524,Honda,2004,Nigerian Used,198184,3500,Petrol,Automatic,"1,872,000",SUV
3525,Toyota,2007,Nigerian Used,85851,1500,Petrol,Automatic,"1,365,000",
3526,Toyota,,,125482,,,Automatic,"2,250,000",
3527,Honda,2006,Nigerian Used,407637,1800,Petrol,Automatic,"1,560,000",
3528,Toyota,2005,Nigerian Used,247930,3300,Petrol,Automatic,"2,250,000",
3529,Volkswagen,2000,Foreign Used,238149,1800,Petrol,Manual,"1,680,000",
3530,Toyota,2004,Nigerian Used,138916,1800,Petrol,Automatic,"2,250,000",
3531,Honda,2006,Nigerian Used,137745,16,Petrol,Automatic,"1,470,000",
3532,Honda,2011,Nigerian Used,167793,3500,Petrol,Automatic,"3,952,000",
3533,Pontiac,2003,Nigerian Used,173521,1800,Petrol,Automatic,"1,800,000",
3534,Volkswagen,2003,Foreign Used,275690,1600,Petrol,Automatic,"2,415,000",
3535,Volkswagen,1998,Nigerian Used,206522,2000,Petrol,Automatic,"1,470,000",
3536,Mercedes-Benz,2005,Nigerian Used,155231,35,Petrol,Automatic,"1,050,000",
3537,Hyundai,2004,Nigerian Used,180368,3500,Petrol,Automatic,"1,260,000",SUV
3538,Volkswagen,1999,Foreign Used,300153,1600,Petrol,Manual,"1,575,000",
3539,Volkswagen,,,95243,,,Automatic,"2,586,000",
3540,Volkswagen,1999,Foreign Used,300153,1600,Petrol,Manual,"1,575,000",
3541,Toyota,2018,Foreign Used,159334,2500,Petrol,Automatic,"13,520,000",
3542,Volkswagen,,,95243,,,Automatic,"2,586,000",
3543,Honda,2012,Nigerian Used,58920,2400,Petrol,Automatic,"2,512,000",
3544,Honda,2006,Nigerian Used,309254,1800,Petrol,Manual,"1,312,500",
3545,Toyota,2011,Foreign Used,380494,2400,Petrol,Automatic,"3,937,500",
3546,Honda,2006,Nigerian Used,137745,16,Petrol,Automatic,"1,470,000",
3547,Toyota,2007,Nigerian Used,156731,2400,Petrol,Automatic,"2,808,000",
3548,Toyota,2007,Nigerian Used,85851,1500,Petrol,Automatic,"1,365,000",
3549,Toyota,2007,Nigerian Used,191517,1300,Petrol,Manual,"1,155,000",
3550,Mercedes-Benz,2005,Nigerian Used,155231,35,Petrol,Automatic,"1,050,000",
3551,Toyota,2002,Nigerian Used,313177,3000,Petrol,Automatic,"1,872,000",
3552,Mercedes-Benz,2014,Nigerian Used,143207,3500,Petrol,Automatic,"9,000,000",SUV
3553,Volkswagen,,,142533,,,Automatic,"2,250,000",
3554,Toyota,2014,Nigerian Used,92814,1800,Petrol,Automatic,"3,150,000",
3555,Hyundai,2007,Nigerian Used,134188,2400,Petrol,Automatic,"1,155,000",
3556,Volkswagen,,,222354,,,Automatic,"2,026,000",
3557,Volkswagen,1998,Nigerian Used,203234,2000,Petrol,Automatic,"1,155,000",
3558,Opel,2005,Nigerian Used,218560,1600,Petrol,Manual,"1,800,000",
3559,Toyota,2004,Nigerian Used,,1400,Diesel,,"1,260,000",
3560,Toyota,2011,Foreign Used,98103,2500,Petrol,Automatic,"3,990,000",
3561,Toyota,,,308380,,,Automatic,"1,074,000",
3562,Mercedes-Benz,2006,Foreign Used,104962,3500,Petrol,Automatic,"3,990,000",
3563,Toyota,2009,Foreign Used,130789,2700,Petrol,Automatic,"3,952,000",
3564,Mercedes-Benz,2001,Nigerian Used,432510,3200,Petrol,Automatic,"1,575,000",
3565,Toyota,2018,Nigerian Used,49330,2500,Petrol,Automatic,"11,550,000",
3566,Toyota,2003,Nigerian Used,120117,1800,Petrol,Automatic,"1,260,000",
3567,Toyota,2007,Nigerian Used,446224,1800,Petrol,Automatic,"1,470,000",
3568,Toyota,1999,Nigerian Used,225478,22,Petrol,Automatic,"1,040,000",
3569,Lexus,2004,Foreign Used,94868,4700,Petrol,Automatic,"7,200,000",SUV
3570,Toyota,2007,Nigerian Used,209333,1800,Petrol,Manual,"1,155,000",
3571,Toyota,2014,Nigerian Used,92814,1800,Petrol,Automatic,"3,150,000",
3572,Opel,2005,Nigerian Used,218560,1600,Petrol,Manual,"1,800,000",
3573,Toyota,2003,Foreign Used,300986,2000,Petrol,Automatic,"2,625,000",
3574,Infiniti,2002,Nigerian Used,109615,3500,Petrol,Automatic,"892,500",SUV
3575,Lexus,2004,Foreign Used,94868,4700,Petrol,Automatic,"7,200,000",SUV
3576,Toyota,2010,Foreign Used,184530,1800,Petrol,Automatic,"4,056,000",
3577,Toyota,2008,Foreign Used,86643,1500,Petrol,Automatic,"2,940,000",
3578,Honda,2012,Nigerian Used,58920,2400,Petrol,Automatic,"2,512,000",
3579,Ford,2013,Foreign Used,171155,3500,Petrol,Automatic,"4,935,000",SUV
3580,Nissan,2001,Nigerian Used,172358,3500,Petrol,Automatic,"1,248,000",SUV
3581,Lexus,2007,Nigerian Used,266358,35,Petrol,Automatic,"3,600,000",
3582,Nissan,2012,Foreign Used,231941,2500,Petrol,Automatic,"4,387,500",
3583,Toyota,2003,Nigerian Used,182846,1800,Petrol,Automatic,"1,785,000",
3584,Toyota,2009,Foreign Used,130789,2700,Petrol,Automatic,"3,952,000",
3585,Lexus,2002,Foreign Used,211561,3000,Petrol,Automatic,"3,487,500",
3586,BMW,2010,Foreign Used,277475,,Petrol,Automatic,"6,300,000",SUV
3587,Toyota,2009,Nigerian Used,108958,2000,Petrol,Automatic,"3,432,000",
3588,Mercedes-Benz,2004,Foreign Used,510152,2100,Diesel,Automatic,"3,375,000",
3589,Toyota,,,87710,,,Automatic,"2,698,000",
3590,Ford,2008,Foreign Used,258390,4600,Petrol,Automatic,"3,937,500",
3591,Infiniti,2005,Nigerian Used,204946,3500,Petrol,Automatic,"2,812,500",SUV
3592,Toyota,2007,Foreign Used,164013,3500,Petrol,Automatic,"4,050,000",
3593,Acura,2016,Nigerian Used,163198,3500,Petrol,Automatic,"11,025,000",SUV
3594,Lexus,2001,Nigerian Used,283860,3000,Petrol,Automatic,"2,600,000",SUV
3595,Honda,2008,Nigerian Used,85766,3500,Petrol,Automatic,"1,687,500",
3596,Toyota,2010,Foreign Used,233977,2400,Petrol,Automatic,"5,062,500",
3597,Ford,1999,Foreign Used,234627,3000,Petrol,Automatic,"1,050,000",
3598,Peugeot,2002,Foreign Used,295860,,Petrol,Manual,"2,250,000",
3599,Toyota,2008,Nigerian Used,196552,1800,Petrol,Automatic,"2,700,000",
3600,Infiniti,2002,Nigerian Used,109615,3500,Petrol,Automatic,"892,500",SUV
3601,Honda,2008,Nigerian Used,293360,2400,Petrol,Automatic,"1,912,500",
3602,Toyota,2003,Nigerian Used,182846,1800,Petrol,Automatic,"1,785,000",
3603,Ford,2014,Nigerian Used,68442,2000,Petrol,Automatic,"5,062,500",
3604,Toyota,2001,Nigerian Used,350884,2200,Petrol,Automatic,"1,196,000",
3605,Lexus,2013,Foreign Used,219832,3400,Petrol,Automatic,"13,500,000",SUV
3606,Ford,1999,Foreign Used,234627,3000,Petrol,Automatic,"1,050,000",
3607,Jeep,2008,Foreign Used,239555,3700,Petrol,Automatic,"4,500,000",SUV
3608,Ford,2008,Nigerian Used,124327,4600,Petrol,Automatic,"3,937,500",
3609,Kia,2013,Nigerian Used,81596,2400,Petrol,Automatic,"3,150,000",
3610,Mercedes-Benz,2001,Nigerian Used,158413,1800,Petrol,Manual,"1,050,000",
3611,Toyota,2006,Nigerian Used,244551,4000,Petrol,Automatic,"3,150,000",SUV
3612,Honda,2008,Nigerian Used,104050,2500,Petrol,Automatic,"2,025,000",
3613,Lexus,2007,Nigerian Used,313140,3500,Petrol,Automatic,"3,328,000",
3614,Toyota,1999,Nigerian Used,311925,3000,Petrol,Automatic,"1,350,000",
3615,Mercedes-Benz,2012,Foreign Used,196553,3000,Petrol,Automatic,"5,250,000",
3616,Mercedes-Benz,2001,Nigerian Used,158413,1800,Petrol,Manual,"1,050,000",
3617,Lexus,2007,Nigerian Used,313140,3500,Petrol,Automatic,"3,328,000",
3618,Honda,2008,Nigerian Used,104050,2500,Petrol,Automatic,"2,025,000",
3619,Toyota,1999,Nigerian Used,311925,3000,Petrol,Automatic,"1,350,000",
3620,Toyota,2010,Nigerian Used,251253,2500,Petrol,Automatic,"2,812,500",
3621,Acura,2009,Nigerian Used,112,3500,Petrol,Automatic,"3,990,000",
3622,Toyota,2012,Nigerian Used,231414,2400,Petrol,Automatic,"3,600,000",
3623,Opel,2000,Nigerian Used,178190,1400,Petrol,Automatic,"840,000",
3624,Hyundai,2012,Nigerian Used,124219,1600,Petrol,Automatic,"2,700,000",
3625,Lexus,2007,Nigerian Used,168422,3000,Petrol,Automatic,"2,625,000",
3626,Toyota,2007,Foreign Used,288213,2400,Petrol,Automatic,"3,937,500",
3627,Mercedes-Benz,2010,Nigerian Used,248646,3000,Petrol,Automatic,"4,612,500",
3628,Mitsubishi,2005,Nigerian Used,159742,3500,Petrol,Automatic,"1,012,500",SUV
3629,Toyota,2019,Foreign Used,51484,2400,Petrol,Automatic,"16,875,000",
3630,BMW,2003,Nigerian Used,,3000,Petrol,Automatic,"956,250",SUV
3631,Toyota,2008,Nigerian Used,206410,2500,Petrol,Automatic,"2,475,000",SUV
3632,Toyota,2003,Nigerian Used,136682,1800,Petrol,Automatic,"2,137,500",
3633,Lexus,2006,Foreign Used,119197,3300,Petrol,Automatic,"5,850,000",SUV
3634,Toyota,2009,Nigerian Used,237332,2400,Petrol,Automatic,"2,812,500",
3635,Hyundai,2013,Nigerian Used,269194,2000,Petrol,Automatic,"4,095,000",SUV
3636,Ford,2013,Foreign Used,226430,2500,Petrol,Automatic,"5,145,000",SUV
3637,Lexus,2011,Foreign Used,207450,2500,Petrol,Automatic,"4,200,000",
3638,Pontiac,2009,Nigerian Used,80355,2400,Petrol,Automatic,"2,600,000",
3639,Ford,2001,Nigerian Used,88171,4200,Petrol,Automatic,"2,650,000",
3640,BMW,2008,Foreign Used,369147,3000,Petrol,Automatic,"4,725,000",
3641,Honda,2011,Nigerian Used,107345,2500,Petrol,Automatic,"1,575,000",
3642,Toyota,2004,Nigerian Used,196493,2400,Petrol,Automatic,"1,687,500",
3643,Hyundai,2016,Nigerian Used,86812,1800,Petrol,Automatic,"3,262,500",
3644,Toyota,2007,Nigerian Used,124822,2400,Petrol,Automatic,"2,812,500",
3645,Toyota,2017,Foreign Used,77647,2500,Petrol,Automatic,"12,180,000",SUV
3646,Toyota,2015,Nigerian Used,113843,1800,Petrol,CVT,"5,062,500",
3647,Honda,2009,Nigerian Used,132820,2400,Petrol,Automatic,"2,137,500",
3648,Pontiac,2010,Nigerian Used,71119,1800,Petrol,Automatic,"3,937,500",
3649,Toyota,2020,Foreign Used,57656,3500,Petrol,Automatic,"42,750,000",SUV
3650,Volkswagen,2011,Nigerian Used,158400,2500,Diesel,Manual,"1,575,000",
3651,Nissan,2007,Nigerian Used,136312,4000,Petrol,Automatic,"2,025,000",SUV
3652,Chrysler,1999,Nigerian Used,314115,3300,Petrol,Automatic,"997,500",
3653,Mercedes-Benz,2006,Nigerian Used,287580,30,Petrol,Automatic,"1,890,000",
3654,Opel,2000,Nigerian Used,178190,1400,Petrol,Automatic,"840,000",
